xflr5 v6.58

 Calculated polar for: NACA 4424

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.700     Re =     0.068 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -4.000,-0.0794, 0.14715, 0.14087,-0.0628,0.6494,0.2600,-1.4596, 0.0000, 0.0000, 0.0000,-0.6633
 -3.500,-0.1052, 0.14346, 0.13720,-0.0591,0.6409,0.2626,-1.4915, 0.0000, 0.0000, 0.0000,-0.3974
 -3.000,-0.1303, 0.14052, 0.13429,-0.0545,0.6325,0.2680,-1.5145, 0.0000, 0.0000, 0.0000,-0.2320
 -2.500,-0.1820, 0.13614, 0.12994,-0.0500,0.6254,0.2715,-1.5911, 0.0000, 0.0000, 0.0000,-0.0674
 -2.000,-0.2181, 0.13221, 0.12603,-0.0450,0.6185,0.2769,-1.6277, 0.0000, 0.0000, 0.0000, 0.0105
 -1.500,-0.2780, 0.12604, 0.11984,-0.0402,0.6132,0.2829,-1.7167, 0.0000, 0.0000, 0.0000, 0.0812
 -1.000,-0.3489, 0.12073, 0.11452,-0.0334,0.6087,0.2877,-1.8072, 0.0000, 0.0000, 0.0000, 0.1359
 -0.500,-0.4029, 0.11386, 0.10749,-0.0288,0.6043,0.2959,-1.8858, 0.0000, 0.0000, 0.0000, 0.1635
  0.000,-0.4245, 0.10833, 0.10173,-0.0254,0.5994,0.3065,-1.9036, 0.0000, 0.0000, 0.0000, 0.1774
  0.500,-0.4490, 0.10470, 0.09789,-0.0212,0.5951,0.3172,-1.9148, 0.0000, 0.0000, 0.0000, 0.1915
  1.000,-0.4467, 0.10167, 0.09450,-0.0197,0.5921,0.3317,-1.8899, 0.0000, 0.0000, 0.0000, 0.1959
  1.500,-0.4075, 0.10000, 0.09239,-0.0201,0.5851,0.3519,-1.8128, 0.0000, 0.0000, 0.0000, 0.1919
  2.000,-0.3813, 0.10041, 0.09250,-0.0195,0.5848,0.3723,-1.7385, 0.0000, 0.0000, 0.0000, 0.1912
  2.500,-0.3904, 0.10473, 0.09675,-0.0195,0.6430,0.3874,-1.7034, 0.0000, 0.0000, 0.0000, 0.1929
  3.000,-0.3325, 0.10676, 0.09862,-0.0199,0.6295,0.4171,-1.5843, 0.0000, 0.0000, 0.0000, 0.1848
  3.500,-0.3060, 0.10786, 0.09968,-0.0178,0.6197,0.4452,-1.5016, 0.0000, 0.0000, 0.0000, 0.1887
  4.000,-0.2611, 0.11063, 0.10244,-0.0172,0.6097,0.4835,-1.3997, 0.0000, 0.0000, 0.0000, 0.1840
  4.500,-0.2089, 0.11422, 0.10617,-0.0167,0.5983,0.5331,-1.2934, 0.0000, 0.0000, 0.0000, 0.1747
  5.000,-0.1546, 0.11835, 0.11052,-0.0159,0.5856,0.6028,-1.1901, 0.0000, 0.0000, 0.0000, 0.1606
  5.500,-0.1203, 0.12128, 0.11390,-0.0118,0.5722,0.6983,-1.1083, 0.0000, 0.0000, 0.0000, 0.1768
  6.000,-0.0952, 0.12413, 0.11741,-0.0054,0.5603,0.8648,-1.0361, 0.0000, 0.0000, 0.0000, 0.2341
  6.500,-0.0113, 0.13031, 0.12322,-0.0174,0.5462,1.0000,-0.9285, 0.0000, 0.0000, 0.0000,-0.8558
  7.000, 0.0256, 0.13451, 0.12693,-0.0188,0.5344,1.0000,-0.8732, 0.0000, 0.0000, 0.0000, 0.7565
  7.500, 0.0669, 0.13956, 0.13159,-0.0203,0.5230,1.0000,-0.8942, 0.0000, 0.0000, 0.0000, 0.4499
  8.000, 0.1144, 0.14559, 0.13729,-0.0221,0.5120,1.0000,-0.9252, 0.0000, 0.0000, 0.0000, 0.3726
  8.500, 0.1617, 0.15179, 0.14321,-0.0238,0.4988,1.0000,-0.9572, 0.0000, 0.0000, 0.0000, 0.3402
  9.000, 0.2015, 0.15732, 0.14854,-0.0253,0.4856,1.0000,-0.9823, 0.0000, 0.0000, 0.0000, 0.3241
  9.500, 0.2296, 0.16189, 0.15293,-0.0267,0.4740,1.0000,-0.9934, 0.0000, 0.0000, 0.0000, 0.3166
 10.000, 0.2647, 0.16766, 0.15855,-0.0286,0.4629,1.0000,-1.0128, 0.0000, 0.0000, 0.0000, 0.3107
 10.500, 0.3042, 0.17432, 0.16507,-0.0309,0.4530,1.0000,-1.0398, 0.0000, 0.0000, 0.0000, 0.3063
 11.000, 0.3509, 0.18215, 0.17277,-0.0335,0.4420,1.0000,-1.0804, 0.0000, 0.0000, 0.0000, 0.3020
 11.500, 0.3927, 0.18938, 0.17990,-0.0360,0.4292,1.0000,-1.1150, 0.0000, 0.0000, 0.0000, 0.2991
 12.000, 0.4180, 0.19441, 0.18486,-0.0387,0.4185,1.0000,-1.1248, 0.0000, 0.0000, 0.0000, 0.2997


