xflr5 v6.58

 Calculated polar for: NACA 4424

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.100     Re =     0.040 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -4.000,-0.3785, 0.05793, 0.05047,-0.0351,1.0000,0.2348,-1.7700, 0.0000, 0.0000, 0.0000, 0.1525
 -3.500,-0.3216, 0.04900, 0.04059,-0.0443,1.0000,0.2216,-1.7828, 0.0000, 0.0000, 0.0000, 0.1069
 -3.000,-0.2672, 0.04352, 0.03425,-0.0490,1.0000,0.2299,-1.7336, 0.0000, 0.0000, 0.0000, 0.0607
 -2.500,-0.2145, 0.04006, 0.03000,-0.0518,1.0000,0.2499,-1.6361, 0.0000, 0.0000, 0.0000, 0.0019
 -2.000,-0.1684, 0.03809, 0.02772,-0.0526,1.0000,0.2786,-1.5102, 0.0000, 0.0000, 0.0000,-0.0701
 -1.500,-0.1214, 0.03684, 0.02610,-0.0535,1.0000,0.3213,-1.3846, 0.0000, 0.0000, 0.0000,-0.2005
 -1.000,-0.0747, 0.03615, 0.02535,-0.0541,1.0000,0.3845,-1.2455, 0.0000, 0.0000, 0.0000,-0.4876
 -0.500,-0.0249, 0.03566, 0.02533,-0.0549,1.0000,0.5011,-1.1066, 0.0000, 0.0000, 0.0000,-1.9821
  0.000, 0.0571, 0.03500, 0.02551,-0.0603,0.9768,1.0000,-0.9352, 0.0000, 0.0000, 0.0000, 1.3151
  0.500, 0.1376, 0.03777, 0.02737,-0.0681,0.9512,1.0000,-0.7401, 0.0000, 0.0000, 0.0000, 0.7461
  1.000, 0.2071, 0.04038, 0.02945,-0.0736,0.9272,1.0000,-0.5775, 0.0000, 0.0000, 0.0000, 0.6046
  1.500, 0.2689, 0.04297, 0.03165,-0.0777,0.9045,1.0000,-0.5796, 0.0000, 0.0000, 0.0000, 0.5369
  2.000, 0.3215, 0.04556, 0.03398,-0.0802,0.8830,1.0000,-0.6127, 0.0000, 0.0000, 0.0000, 0.4965
  2.500, 0.3733, 0.04831, 0.03653,-0.0825,0.8624,1.0000,-0.6475, 0.0000, 0.0000, 0.0000, 0.4674
  3.000, 0.4238, 0.05118, 0.03928,-0.0845,0.8423,1.0000,-0.6842, 0.0000, 0.0000, 0.0000, 0.4453
  3.500, 0.4626, 0.05423, 0.04226,-0.0850,0.8232,1.0000,-0.7142, 0.0000, 0.0000, 0.0000, 0.4291
  4.000, 0.5034, 0.05747, 0.04546,-0.0859,0.8042,1.0000,-0.7485, 0.0000, 0.0000, 0.0000, 0.4153
  4.500, 0.5459, 0.06093, 0.04894,-0.0869,0.7850,1.0000,-0.7876, 0.0000, 0.0000, 0.0000, 0.4034
  5.000, 0.5722, 0.06469, 0.05274,-0.0863,0.7672,1.0000,-0.8155, 0.0000, 0.0000, 0.0000, 0.3945
  5.500, 0.6079, 0.06862, 0.05675,-0.0868,0.7483,1.0000,-0.8572, 0.0000, 0.0000, 0.0000, 0.3859
  6.000, 0.6415, 0.07281, 0.06106,-0.0871,0.7287,1.0000,-0.9037, 0.0000, 0.0000, 0.0000, 0.3783
  6.500, 0.6603, 0.07749, 0.06586,-0.0864,0.7119,1.0000,-0.9409, 0.0000, 0.0000, 0.0000, 0.3728
  7.000, 0.6806, 0.08247, 0.07098,-0.0861,0.6950,1.0000,-0.9886, 0.0000, 0.0000, 0.0000, 0.3679
  7.500, 0.7148, 0.08727, 0.07598,-0.0865,0.6709,1.0000,-1.0696, 0.0000, 0.0000, 0.0000, 0.3619
  8.000, 0.7132, 0.09401, 0.08289,-0.0863,0.6690,1.0000,-1.0927, 0.0000, 0.0000, 0.0000, 0.3612
  8.500, 0.7516, 0.09861, 0.08773,-0.0862,0.6321,1.0000,-1.2043, 0.0000, 0.0000, 0.0000, 0.3544
  9.000, 0.7646, 0.10484, 0.09416,-0.0859,0.6122,1.0000,-1.2674, 0.0000, 0.0000, 0.0000, 0.3515
  9.500, 0.8105, 0.10766, 0.09723,-0.0836,0.5528,1.0000,-1.4293, 0.0000, 0.0000, 0.0000, 0.3417
 10.000, 0.8684, 0.10974, 0.09966,-0.0809,0.4987,1.0000,-1.6443, 0.0000, 0.0000, 0.0000, 0.3311
 10.500, 0.8951, 0.11355, 0.10373,-0.0782,0.4558,1.0000,-1.7815, 0.0000, 0.0000, 0.0000, 0.3247
 11.000, 0.9161, 0.11764, 0.10810,-0.0754,0.4135,1.0000,-1.9059, 0.0000, 0.0000, 0.0000, 0.3189
 11.500, 0.9341, 0.12198, 0.11268,-0.0728,0.3723,1.0000,-2.0188, 0.0000, 0.0000, 0.0000, 0.3138
 12.000, 0.9515, 0.12649, 0.11740,-0.0703,0.3331,1.0000,-2.1315, 0.0000, 0.0000, 0.0000, 0.3089


